,,,,,Xist,,,,Tsix,,,,Ddx3x,,,,Ddx3y,,,,Eif1ax,,,,Ezh2,,,,Ftx,,,,Jpx,,,,,,,,,Kdm6a,,,,Pcgf3,,,,Pcgf5,,,,Rlim,,,,Rps4x,,,,Spen,,,,Suz12,,,,Usp9x,,,,Usp9y,,,
Tissue,Cell Type,Cell Count,Tissue Composition,Sex,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction,Expression,"Expression, Scaled",Number of Cells Expressing Genes,Fraction
brain,L5/6 near-projecting glutamatergic neuron of the primary motor cortex,38609,0.38%,aggregated,2.325769272,0.243656433,13632,35.31%,1.536125183,0.038839552,31,0.08%,1.651270831,0.068705884,6537,16.93%,1.634460925,0.064345752,3205,8.30%,1.610367808,0.058096509,2645,6.85%,1.55926005,0.044840244,84,0.22%,1.661117739,0.071259962,7256,18.79%,1.453990698,0.017535613,2,0.01%,Kdm5c,1.587196257,0.052086302,1142,2.96%,1.576510959,0.049314763,306,0.79%,1.556457058,0.044113208,397,1.03%,1.589654637,0.052723954,1331,3.45%,1.565219779,0.046386071,419,1.09%,1.970112919,0.15140674,27589,71.46%,1.570500941,0.047755892,143,0.37%,1.559024663,0.04477919,466,1.21%,1.651768756,0.068835035,8210,21.26%,1.695741242,0.080240562,51,0.13%
brain,    male,23738,0.01%,male,2.238598227,0.221046118,481,2.03%,1.769607544,0.09939991,1,0.00%,1.62756744,0.062557728,3049,12.84%,1.636756395,0.064941148,3100,13.06%,1.61261654,0.058679783,1554,6.55%,1.568272288,0.047177827,41,0.17%,1.656304391,0.070011482,4327,18.23%,1.393158436,0.001757018,1,0.00%,Kdm5c,1.586098431,0.051801549,556,2.34%,1.559327134,0.044857644,111,0.47%,1.557293779,0.044330235,236,0.99%,1.584247204,0.05132138,823,3.47%,1.572300787,0.048222734,230,0.97%,1.964446014,0.149936865,16755,70.58%,1.576294041,0.049258499,80,0.34%,1.560448922,0.045148612,267,1.12%,1.647647413,0.067766046,5017,21.13%,1.728062439,0.088623994,35,0.15%
brain,    female,14871,0.37%,female,2.328957577,0.244483412,13151,88.43%,1.528342438,0.036820873,30,0.20%,1.671990771,0.074080195,3488,23.46%,1.566687884,0.046766866,105,0.71%,1.607164867,0.057265735,1091,7.34%,1.550667164,0.042611432,43,0.29%,1.668228311,0.073104293,2929,19.70%,1.51482296,0.033314208,1,0.01%,Kdm5c,1.58823788,0.052356477,586,3.94%,1.586292599,0.051851912,195,1.31%,1.555230751,0.04379513,161,1.08%,1.598415104,0.054996232,508,3.42%,1.55660268,0.044150979,189,1.27%,1.978876901,0.15367993,10834,72.85%,1.563144623,0.04584782,63,0.42%,1.557113724,0.044283533,199,1.34%,1.658244261,0.070514643,3193,21.47%,1.625038505,0.061901776,16,0.11%
brain,corticothalamic-projecting glutamatergic cortical neuron,200361,1.63%,aggregated,2.416856085,0.267282415,58320,29.11%,1.597619081,0.054789761,78,0.04%,1.595019741,0.054115547,16788,8.38%,1.56629852,0.046665873,6427,3.21%,1.569889221,0.047597225,9570,4.78%,1.553722931,0.043404033,229,0.11%,1.592037403,0.053341992,18920,9.44%,1.474791209,0.022930823,15,0.01%,Kdm5c,1.555156929,0.043775982,2590,1.29%,1.561604654,0.045448385,1491,0.74%,1.553269955,0.043286541,1915,0.96%,1.589177539,0.052600204,4764,2.38%,1.548025875,0.041926338,715,0.36%,1.909958534,0.135803972,134268,67.01%,1.550809737,0.042648413,977,0.49%,1.564284515,0.046143484,1120,0.56%,1.603219945,0.056242506,31515,15.73%,1.670440775,0.073678159,151,0.08%
brain,    male,141669,0.13%,male,2.452999641,0.276657285,4565,3.22%,1.692402204,0.079374487,9,0.01%,1.585686239,0.051694636,9258,6.53%,1.566982526,0.04684329,6287,4.44%,1.569956128,0.047614579,6352,4.48%,1.55093834,0.04268177,183,0.13%,1.589678911,0.05273025,12453,8.79%,1.484062048,0.025335482,13,0.01%,Kdm5c,1.558901566,0.044747261,1595,1.13%,1.562878074,0.045778683,1101,0.78%,1.555995347,0.04399345,1412,1.00%,1.59417871,0.053897402,3795,2.68%,1.550937753,0.042681617,530,0.37%,1.897867421,0.132667794,89941,63.49%,1.555137202,0.043770865,848,0.60%,1.571082525,0.047906743,870,0.61%,1.605914189,0.056941335,22327,15.76%,1.683034597,0.076944729,121,0.09%
brain,    female,58692,1.50%,female,2.413786799,0.266486308,53755,91.59%,1.585256051,0.051583054,69,0.12%,1.606495243,0.057092049,7530,12.83%,1.535583496,0.03869905,140,0.24%,1.569757152,0.047562969,3218,5.48%,1.564801092,0.046277472,46,0.08%,1.596578966,0.054519977,6467,11.02%,1.414530277,0.007300419,2,0.00%,Kdm5c,1.549154218,0.042219006,995,1.70%,1.558009378,0.044515846,390,0.66%,1.54561935,0.041302137,503,0.86%,1.569591164,0.047519915,969,1.65%,1.539683904,0.039762608,185,0.32%,1.93449164,0.142167338,44327,75.52%,1.522362406,0.03526978,129,0.22%,1.540627563,0.040007373,250,0.43%,1.596673098,0.054544393,9188,15.65%,1.619645564,0.060502962,30,0.05%
brain,L6 corticothalamic-projecting glutamatergic cortical neuron,176717,1.34%,aggregated,2.391798342,0.26078297,47940,27.13%,1.595458415,0.05422933,67,0.04%,1.596431616,0.054481758,14719,8.33%,1.567260305,0.04691534,5859,3.32%,1.569079341,0.047387159,7840,4.44%,1.554195964,0.043526728,225,0.13%,1.589973575,0.052806679,16308,9.23%,1.463240884,0.019934915,11,0.01%,Kdm5c,1.555257702,0.04380212,2259,1.28%,1.563769601,0.046009926,1398,0.79%,1.553574481,0.043365528,1714,0.97%,1.589274019,0.052625229,4700,2.66%,1.551387617,0.042798302,628,0.36%,1.913215509,0.136648762,117198,66.32%,1.551045477,0.042709558,942,0.53%,1.567143331,0.046885,1048,0.59%,1.60466087,0.056616251,26990,15.27%,1.688773688,0.078433327,127,0.07%
brain,    male,127773,0.07%,male,2.357742657,0.251949649,2679,2.10%,1.657021046,0.070197367,4,0.00%,1.586241404,0.051838633,8252,6.46%,1.567760337,0.047045038,5740,4.49%,1.568367285,0.047202467,5309,4.16%,1.550888483,0.042668838,181,0.14%,1.586236995,0.05183749,10819,8.47%,1.474065569,0.022742608,9,0.01%,Kdm5c,1.558046998,0.044525604,1428,1.12%,1.565313859,0.046410474,1056,0.83%,1.554791925,0.043681308,1266,0.99%,1.5943085,0.053931067,3755,2.94%,1.554845642,0.043695241,467,0.37%,1.900256098,0.133287366,80011,62.62%,1.55538534,0.043835227,826,0.65%,1.572960633,0.048393884,832,0.65%,1.606614919,0.05712309,19709,15.43%,1.70471438,0.082568004,99,0.08%
brain,    female,48944,1.26%,female,2.393814142,0.261305825,45261,92.48%,1.591549707,0.053215494,63,0.13%,1.609434497,0.057854428,6467,13.21%,1.5431407,0.040659228,119,0.24%,1.570572846,0.047774543,2531,5.17%,1.567801736,0.047055776,44,0.09%,1.597338676,0.05471703,5489,11.21%,1.414530277,0.007300419,2,0.00%,Kdm5c,1.55046469,0.042558915,831,1.70%,1.559001543,0.044773193,342,0.70%,1.550134114,0.04247317,448,0.92%,1.569269412,0.04743646,945,1.93%,1.5413571,0.0401966,161,0.33%,1.941098998,0.143881146,37187,75.98%,1.520142522,0.034693989,116,0.24%,1.544735944,0.041073,216,0.44%,1.599371438,0.055244285,7281,14.88%,1.632411821,0.063814258,28,0.06%
brain,L6b glutamatergic cortical neuron,37962,0.45%,aggregated,2.57779123,0.309025569,16022,42.21%,1.581813292,0.050690075,22,0.06%,1.648073234,0.067876495,5209,13.72%,1.590601935,0.052969662,1611,4.24%,1.619598253,0.060490691,3600,9.48%,1.58645894,0.051895058,104,0.27%,1.663565145,0.071894767,6996,18.43%,1.556182146,0.044041901,8,0.02%,Kdm5c,1.592049402,0.053345105,786,2.07%,1.59630895,0.054449941,445,1.17%,1.578661076,0.049872458,567,1.49%,1.594779845,0.054053324,1118,2.95%,1.571561429,0.04803096,253,0.67%,1.924279976,0.139518649,26592,70.05%,1.558344061,0.044602656,132,0.35%,1.586298378,0.051853411,412,1.09%,1.643120256,0.066591798,8070,21.26%,1.651246348,0.068699533,31,0.08%
brain,    male,20777,0.02%,male,2.269837585,0.229148943,632,3.04%,1.644776583,0.067021414,2,0.01%,1.592321429,0.053415663,1925,9.27%,1.591723798,0.05326065,1480,7.12%,1.60443516,0.056557707,1721,8.28%,1.56081502,0.04524357,41,0.20%,1.637087617,0.06502706,3447,16.59%,1.706323306,0.082985325,3,0.01%,Kdm5c,1.567334046,0.046934467,296,1.42%,1.56026317,0.045100432,113,0.54%,1.546226299,0.041459566,226,1.09%,1.577509309,0.049573714,503,2.42%,1.555371358,0.0438316,104,0.50%,1.900847977,0.133440887,14887,71.65%,1.543498164,0.040751946,46,0.22%,1.557547848,0.044396135,147,0.71%,1.614415319,0.059146348,4089,19.68%,1.646732194,0.067528658,14,0.07%
brain,    female,17185,0.43%,female,2.590437429,0.312305724,15390,89.55%,1.575516987,0.049056948,20,0.12%,1.680753571,0.076353079,3284,19.11%,1.577928266,0.049682382,131,0.76%,1.633486323,0.064092961,1879,10.93%,1.60314784,0.056223803,63,0.37%,1.689281697,0.078565094,3549,20.65%,1.46609745,0.020675847,5,0.03%,Kdm5c,1.606979557,0.057217669,490,2.85%,1.608577498,0.057632141,332,1.93%,1.600157438,0.055448157,341,1.98%,1.608905277,0.05771716,615,3.58%,1.582861881,0.050962057,149,0.87%,1.954081789,0.147248606,11705,68.11%,1.566284889,0.046662338,86,0.50%,1.602246785,0.055990089,265,1.54%,1.672603804,0.074239203,3981,23.17%,1.654963998,0.069663813,17,0.10%
brain,L2/3-6 intratelencephalic projecting glutamatergic neuron,782907,6.03%,aggregated,2.490159663,0.286295804,216221,27.62%,1.59085432,0.053035126,481,0.06%,1.618682831,0.06025325,80673,10.30%,1.59054495,0.052954882,25492,3.26%,1.584775016,0.051458284,35481,4.53%,1.568823276,0.047320742,716,0.09%,1.636830891,0.06496047,95687,12.22%,1.535460977,0.038667271,136,0.02%,Kdm5c,1.572025332,0.048151287,12436,1.59%,1.565317066,0.046411305,7067,0.90%,1.562185295,0.045598991,6290,0.80%,1.588515801,0.052428564,15052,1.92%,1.552561056,0.043102668,3268,0.42%,1.83299724,0.115841849,384628,49.13%,1.553028864,0.043224007,4175,0.53%,1.558346256,0.044603225,5096,0.65%,1.609287162,0.057816213,125230,16.00%,1.652928312,0.069135799,355,0.05%
brain,    male,558646,0.18%,male,2.493395297,0.287135059,6318,1.13%,1.679663065,0.076070225,37,0.01%,1.606414139,0.057071012,41790,7.48%,1.591728106,0.053261767,24851,4.45%,1.585698222,0.051697744,22039,3.95%,1.569216895,0.047422838,504,0.09%,1.633264082,0.064035316,58994,10.56%,1.539227682,0.039644274,63,0.01%,Kdm5c,1.571502408,0.048015651,7809,1.40%,1.566764708,0.046786793,5495,0.98%,1.566477564,0.046712314,4293,0.77%,1.588629025,0.052457932,11924,2.13%,1.557880264,0.044482357,2295,0.41%,1.830022498,0.115070264,250972,44.93%,1.55477141,0.043675986,3538,0.63%,1.559081528,0.044793939,3884,0.70%,1.610950654,0.058247687,89447,16.01%,1.654376197,0.06951135,257,0.05%
brain,    female,224261,5.86%,female,2.490062225,0.286270531,209903,93.60%,1.583453617,0.051115541,444,0.20%,1.631868763,0.0636734,38883,17.34%,1.54467783,0.041057926,641,0.29%,1.583261361,0.051065674,13442,5.99%,1.567887648,0.04707806,212,0.09%,1.64256551,0.066447909,36693,16.36%,1.532210363,0.037824131,73,0.03%,Kdm5c,1.572907662,0.048380144,4627,2.06%,1.560256453,0.04509869,1572,0.70%,1.552958099,0.043205652,1997,0.89%,1.588083877,0.052316532,3128,1.39%,1.540014598,0.039848383,973,0.43%,1.838582934,0.117290659,133656,59.60%,1.543350866,0.04071374,637,0.28%,1.555989986,0.043992059,1212,0.54%,1.605128701,0.056737597,35783,15.96%,1.649130996,0.068150856,98,0.04%
brain,L6 intratelencephalic projecting glutamatergic neuron,64328,0.71%,aggregated,2.257262746,0.225887298,25537,39.70%,1.593489811,0.053718716,29,0.05%,1.578968347,0.049952157,6539,10.17%,1.560637067,0.045197413,2198,3.42%,1.557586561,0.044406177,3348,5.20%,1.572826319,0.048359046,57,0.09%,1.613305557,0.058858499,14303,22.23%,1.544821421,0.041095171,9,0.01%,Kdm5c,1.55633801,0.044082329,1311,2.04%,1.56579295,0.046534739,828,1.29%,1.558140233,0.044549787,769,1.20%,1.563841194,0.046028495,773,1.20%,1.539325142,0.039669553,320,0.50%,1.88298927,0.128808718,58029,90.21%,1.548734305,0.04211009,350,0.54%,1.553209109,0.043270759,428,0.67%,1.594000814,0.053851259,13682,21.27%,1.709869385,0.083905102,29,0.05%
brain,    male,64328,0.03%,male,2.278669674,0.231439799,1007,1.57%,1.540476799,0.039968268,5,0.01%,1.568418257,0.047215688,3458,5.38%,1.561658983,0.045462476,2165,3.37%,1.555437783,0.043848829,2064,3.21%,1.588423059,0.052404508,47,0.07%,1.612774319,0.058720707,9399,14.61%,1.506255786,0.031092065,6,0.01%,Kdm5c,1.568497348,0.047236203,829,1.29%,1.571114348,0.047914997,611,0.95%,1.564186014,0.046117934,558,0.87%,1.570758519,0.047822702,621,0.97%,1.547544833,0.041801566,216,0.34%,1.866871536,0.124628121,38795,60.31%,1.554090866,0.043499468,307,0.48%,1.559899161,0.045006016,321,0.50%,1.595038271,0.054120354,9474,14.73%,1.695721275,0.080235383,19,0.03%
brain,L5 intratelencephalic projecting glutamatergic neuron,32230,,aggregated,,,,0.00%,,,,0.00%,1.556360166,0.044088076,121,0.38%,1.539360854,0.039678816,85,0.26%,1.550686691,0.042616497,203,0.63%,1.571785889,0.04808918,25,0.08%,,,,0.00%,,,,0.00%,Kdm5c,1.559372567,0.044869429,296,0.92%,1.578499551,0.049830561,805,2.50%,1.525819925,0.036166587,78,0.24%,1.586900456,0.052009578,1902,5.90%,1.535394287,0.038649973,100,0.31%,1.592176003,0.053377942,1238,3.84%,1.547732614,0.041850272,391,1.21%,1.543981092,0.040877207,261,0.81%,1.612584042,0.058671354,6621,20.54%,,,,0.00%
brain,    male,32230,,male,,,,0.00%,,,,0.00%,1.556360166,0.044088076,121,0.38%,1.539360854,0.039678816,85,0.26%,1.550686691,0.042616497,203,0.63%,1.571785889,0.04808918,25,0.08%,,,,0.00%,,,,0.00%,Kdm5c,1.559372567,0.044869429,296,0.92%,1.578499551,0.049830561,805,2.50%,1.525819925,0.036166587,78,0.24%,1.586900456,0.052009578,1902,5.90%,1.535394287,0.038649973,100,0.31%,1.592176003,0.053377942,1238,3.84%,1.547732614,0.041850272,391,1.21%,1.543981092,0.040877207,261,0.81%,1.612584042,0.058671354,6621,20.54%,,,,0.00%
brain,L2/3 intratelencephalic projecting glutamatergic neuron,61624,0.22%,aggregated,2.827435532,0.373777991,7963,12.92%,1.649716695,0.068302774,9,0.01%,1.636451621,0.064862096,3133,5.08%,1.561813334,0.045502512,755,1.23%,1.581690031,0.050658104,1944,3.15%,1.572857614,0.048367163,59,0.10%,1.639561526,0.065668739,2663,4.32%,1.442587535,0.014577875,3,0.00%,Kdm5c,1.551562219,0.042843591,870,1.41%,1.563168954,0.045854131,1681,2.73%,1.532039568,0.03777983,204,0.33%,1.577746381,0.049635205,2371,3.85%,1.5431695,0.040666698,275,0.45%,1.716421862,0.085604675,9708,15.75%,1.553051624,0.043229911,915,1.48%,1.540351916,0.039935876,636,1.03%,1.621245991,0.060918079,15395,24.98%,1.70486033,0.08260586,8,0.01%
brain,    male,61624,0.00%,male,2.487986861,0.285732226,116,0.19%,,,,0.00%,1.566942701,0.04683296,816,1.32%,1.561795827,0.045497971,713,1.16%,1.560549363,0.045174665,834,1.35%,1.566689367,0.046767251,46,0.07%,1.619180904,0.060382439,1088,1.77%,,,,0.00%,Kdm5c,1.545326253,0.041226114,742,1.20%,1.56199894,0.045550654,1624,2.64%,1.505685956,0.030944263,115,0.19%,1.578364289,0.049795477,2315,3.76%,1.549949757,0.042425352,207,0.34%,1.676644059,0.07528716,5357,8.69%,1.552840005,0.043175021,891,1.45%,1.538444738,0.039441195,593,0.96%,1.61832202,0.060159663,13249,21.50%,1.726596069,0.088243648,5,0.01%
brain,L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,13955,0.22%,aggregated,2.827435532,0.373777991,7963,57.06%,1.649716695,0.068302774,9,0.06%,1.641250805,0.066106902,2986,21.40%,1.568811013,0.047317561,563,4.03%,1.587612949,0.052194383,1638,11.74%,1.582519277,0.050873193,15,0.11%,1.639561526,0.065668739,2663,19.08%,1.442587535,0.014577875,3,0.02%,Kdm5c,1.571068596,0.04790313,165,1.18%,1.597966512,0.054879877,66,0.47%,1.549063485,0.042195472,106,0.76%,1.528724769,0.036920042,77,0.55%,1.523671527,0.035609338,86,0.62%,1.748876003,0.094022589,7604,54.49%,1.547028859,0.041667733,30,0.21%,1.541024923,0.04011044,64,0.46%,1.620230326,0.060654637,3444,24.68%,1.735290527,0.090498806,7,0.05%
brain,    female,8162,0.22%,female,2.832453386,0.375079516,7847,96.14%,1.649716695,0.068302774,9,0.11%,1.660931346,0.071211616,2317,28.39%,1.562111264,0.045579788,42,0.51%,1.5975741,0.054778094,1110,13.60%,1.594683427,0.054028315,13,0.16%,1.653640253,0.069320461,1575,19.30%,1.442587535,0.014577875,3,0.04%,Kdm5c,1.587710977,0.052219809,128,1.57%,1.596503408,0.054500379,57,0.70%,1.566091988,0.046612303,89,1.09%,1.552201135,0.043009312,56,0.69%,1.522529602,0.035313147,68,0.83%,1.765396739,0.098307717,4351,53.31%,1.560907046,0.04526744,24,0.29%,1.566653939,0.046758062,43,0.53%,1.639298154,0.065600426,2146,26.29%,1.668634097,0.073209546,3,0.04%
brain,    male,5793,0.00%,male,2.487986861,0.285732226,116,2.00%,,,,0.00%,1.573089645,0.048427347,669,11.55%,1.56935105,0.047457635,521,8.99%,1.566671892,0.046762718,528,9.11%,1.503451943,0.030364808,2,0.03%,1.619180904,0.060382439,1088,18.78%,,,,0.00%,Kdm5c,1.513494852,0.032969725,37,0.64%,1.607233153,0.057283447,9,0.16%,1.459914488,0.019072118,17,0.29%,1.466121219,0.020682012,21,0.36%,1.527985255,0.036728227,18,0.31%,1.726778797,0.088291044,3253,56.15%,1.491516272,0.027268949,6,0.10%,1.488546644,0.026498691,21,0.36%,1.58870543,0.052477749,1298,22.41%,1.78528285,0.103465751,4,0.07%
brain,L4/5 intratelencephalic projecting glutamatergic neuron,274688,3.16%,aggregated,2.538150357,0.29874357,113332,41.26%,1.588716568,0.052480638,310,0.11%,1.615409489,0.059404214,50157,18.26%,1.586197859,0.051827339,13638,4.96%,1.578922409,0.049940242,19291,7.02%,1.561769613,0.045491171,330,0.12%,1.616113296,0.059586767,40786,14.85%,1.526833801,0.036429565,75,0.03%,Kdm5c,1.571207531,0.047939166,6444,2.35%,1.563129725,0.045843955,2470,0.90%,1.557299453,0.044331707,3261,1.19%,1.571858469,0.048108006,5754,2.09%,1.549674997,0.042354085,1634,0.59%,1.808352736,0.109449589,197894,72.04%,1.549459324,0.042298144,1944,0.71%,1.55379289,0.043422179,2559,0.93%,1.603917465,0.056423428,58792,21.40%,1.619358474,0.060428497,195,0.07%
brain,    male,274688,0.08%,male,2.450136088,0.27591454,3034,1.10%,1.686525981,0.07785032,18,0.01%,1.601276751,0.055738483,27067,9.85%,1.587107297,0.052063228,13347,4.86%,1.579534173,0.05009892,12481,4.54%,1.558279561,0.044585926,237,0.09%,1.613634262,0.058943758,26358,9.60%,1.513770826,0.033041307,33,0.01%,Kdm5c,1.568926961,0.047347635,4039,1.47%,1.564791389,0.046274956,1769,0.64%,1.558587655,0.044665839,2283,0.83%,1.574863499,0.048887447,4578,1.67%,1.554894056,0.043707798,1166,0.42%,1.804705668,0.108503617,131157,47.75%,1.551926217,0.042938004,1586,0.58%,1.552868922,0.043182521,1947,0.71%,1.606414738,0.057071167,41619,15.15%,1.627972307,0.062662742,145,0.05%
brain,L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,347109,3.16%,aggregated,2.538150357,0.29874357,113332,32.65%,1.588716568,0.052480638,310,0.09%,1.615896638,0.059530571,49894,14.37%,1.587235999,0.05209661,13441,3.87%,1.579834983,0.050176944,18829,5.42%,1.567472651,0.046970418,267,0.08%,1.616113296,0.059586767,40786,11.75%,1.526833801,0.036429565,75,0.02%,Kdm5c,1.57299232,0.048402103,5968,1.72%,1.557047134,0.044266261,1454,0.42%,1.558170873,0.044557735,3143,0.91%,1.562763508,0.045748967,3643,1.05%,1.552112056,0.042986206,1428,0.41%,1.810595048,0.110031197,195707,56.38%,1.547005703,0.041661727,1103,0.32%,1.55667629,0.044170072,1992,0.57%,1.597590624,0.05478238,48511,13.98%,1.619358474,0.060428497,195,0.06%
brain,    male,231130,0.08%,male,2.450136088,0.27591454,3034,1.31%,1.686525981,0.07785032,18,0.01%,1.602045025,0.055937757,26804,11.60%,1.588182034,0.052341992,13150,5.69%,1.58098733,0.050475838,12019,5.20%,1.565767135,0.046528043,174,0.08%,1.613634262,0.058943758,26358,11.40%,1.513770826,0.033041307,33,0.01%,Kdm5c,1.571611797,0.048044025,3563,1.54%,1.555288287,0.043810053,753,0.33%,1.559923048,0.045012212,2165,0.94%,1.564004429,0.046070835,2467,1.07%,1.559639359,0.044938629,960,0.42%,1.808046324,0.109370112,128970,55.80%,1.551078479,0.042718119,745,0.32%,1.556651417,0.04416362,1380,0.60%,1.597440233,0.054743372,31338,13.56%,1.627972307,0.062662742,145,0.06%
brain,    female,115979,3.08%,female,2.540571339,0.299371521,110298,95.10%,1.582687169,0.05091674,292,0.25%,1.631976437,0.063701328,23090,19.91%,1.544487707,0.041008613,291,0.25%,1.5778012,0.049649424,6810,5.87%,1.570663452,0.047798044,93,0.08%,1.620642425,0.060761527,14428,12.44%,1.537097568,0.039091768,42,0.04%,Kdm5c,1.575037459,0.048932568,2405,2.07%,1.558936452,0.04475631,701,0.60%,1.554292082,0.043551659,978,0.84%,1.560160423,0.045073782,1176,1.01%,1.536671696,0.038981305,468,0.40%,1.815520368,0.11130872,66737,57.54%,1.538530233,0.03946337,358,0.31%,1.556732277,0.044184594,612,0.53%,1.597865176,0.054853593,17173,14.81%,1.594378357,0.053949186,50,0.04%
brain,meis2 expressing cortical GABAergic cell,150,0.00%,aggregated,2.46824789,0.280612357,12,8.00%,1.466990232,0.020907416,2,1.33%,1.830190125,0.115113743,25,16.67%,1.973547935,0.15229771,2,1.33%,1.459959507,0.019083795,1,0.67%,1.538806438,0.039535012,2,1.33%,1.812299416,0.110473274,55,36.67%,,,,0.00%,Kdm5c,1.390207052,0.000991492,1,0.67%,1.403217673,0.00436617,1,0.67%,1.65704373,0.070203251,7,4.67%,1.732841492,0.089863578,3,2.00%,,,,0.00%,1.907764072,0.135234775,42,28.00%,1.563885927,0.046040098,4,2.67%,1.817185035,0.111740499,13,8.67%,1.833800554,0.116050212,1,0.67%,,,,0.00%
brain,    male,122,,male,,,,0.00%,,,,0.00%,1.794013457,0.105730285,22,18.03%,2.199360847,0.210868777,1,0.82%,,,,0.00%,1.538806438,0.039535012,2,1.64%,1.801791307,0.107747694,41,33.61%,,,,0.00%,Kdm5c,1.390207052,0.000991492,1,0.82%,1.403217673,0.00436617,1,0.82%,1.577383614,0.049541111,5,4.10%,1.732841492,0.089863578,3,2.46%,,,,0.00%,1.861918513,0.123343412,30,24.59%,1.563885927,0.046040098,4,3.28%,1.861906687,0.123340345,9,7.38%,1.833800554,0.116050212,1,0.82%,,,,0.00%
brain,    female,28,0.00%,female,2.46824789,0.280612357,12,42.86%,1.466990232,0.020907416,2,7.14%,2.095485687,0.183925769,3,10.71%,1.747735143,0.093726674,1,3.57%,1.459959507,0.019083795,1,3.57%,,,,0.00%,1.843073164,0.118455329,14,50.00%,,,,0.00%,Kdm5c,,,,0.00%,,,,0.00%,1.856194258,0.121858662,2,7.14%,,,,0.00%,,,,0.00%,2.022377968,0.164963182,12,42.86%,,,,0.00%,1.716561437,0.085640878,4,14.29%,,,,0.00%,,,,0.00%
brain,medium spiny neuron,9950,0.00%,aggregated,1.628238869,0.062731883,5,0.05%,1.753576159,0.09524171,1,0.01%,1.565038429,0.046339033,106,1.07%,,,,0.00%,1.509409587,0.031910094,9,0.09%,1.573282928,0.048477481,50,0.50%,1.680987656,0.076413796,3632,36.50%,1.583217701,0.051054349,572,5.75%,Kdm5c,1.560150446,0.045071194,306,3.08%,1.580594909,0.050374053,636,6.39%,1.545920116,0.041380149,41,0.41%,1.607749201,0.057417299,879,8.83%,1.564444666,0.046185023,23,0.23%,1.747686213,0.093713983,44,0.44%,1.576233028,0.049242674,259,2.60%,1.557002927,0.044254794,121,1.22%,1.598575085,0.055037728,1624,16.32%,1.495463848,0.028292866,1,0.01%
brain,    female,9869,0.00%,female,1.682956457,0.076924461,4,0.04%,1.753576159,0.09524171,1,0.01%,1.550532933,0.042576616,95,0.96%,,,,0.00%,1.509409587,0.031910094,9,0.09%,1.573282928,0.048477481,50,0.51%,1.680987656,0.076413796,3632,36.80%,1.583217701,0.051054349,572,5.80%,Kdm5c,1.560150446,0.045071194,306,3.10%,1.580594909,0.050374053,636,6.44%,1.545920116,0.041380149,41,0.42%,1.607749201,0.057417299,879,8.91%,1.564444666,0.046185023,23,0.23%,1.781311989,0.102435794,12,0.12%,1.576233028,0.049242674,259,2.62%,1.556170654,0.044038921,120,1.22%,1.598694938,0.055068815,1623,16.45%,1.495463848,0.028292866,1,0.01%
